;Comun_list.1.n.;Resident_w_list;Workers_list;Autflux_list;Autoff_list;Autdom_list
1020;6163;764;632,01;218;0,285340314;0,344931251
1021;6164;94;138,53;17;0,180851064;0,122717101
1022;6165;389;360,45;197;0,506426735;0,546539048
1023;6166;139;45,89;22;0,158273381;0,479407278
1024;6167;1281;594;286;0,223263076;0,481481481
1025;6168;947;468,94;312;0,329461457;0,665330319
1026;6169;741;554,37;189;0,255060729;0,340927539
1027;6170;306;117,99;74;0,241830065;0,627171794
1028;6171;486;489,27;123;0,25308642;0,251394935
1029;6172;444;291,96;81;0,182432432;0,277435265
1030;6173;668;568,34;234;0,350299401;0,411725376
1031;6174;13759,43;17784,28;9824,49;0,714018677;0,552425513
1032;6175;125;49,86;16;0,128;0,320898516
1033;6176;289;84;53;0,183391003;0,630952381
1034;6177;9252,19;11934,42;7258;0,784462922;0,608156911
1035;6178;435;192,47;107;0,245977011;0,555930794
1036;6179;423;379,4;183;0,432624113;0,482340538
1037;6180;1075;890,53;368;0,342325581;0,413237061
1038;6181;1656;870,75;463;0,279589372;0,531725524
1039;6182;174;73,61;47;0,270114943;0,638500204
1040;6183;449;329,7;107;0,23830735;0,324537458
1041;6184;119;23;20;0,168067227;0,869565217
1042;6185;918;1274,98;392;0,427015251;0,307455803
1043;6186;324;173,54;54;0,166666667;0,311167454
1044;6187;562;294,62;178;0,316725979;0,604168081
1045;6188;566;314,09;179;0,316254417;0,569900347
1046;6189;79;27,72;13;0,164556962;0,468975469
1047;6190;310;141,66;87;0,280645161;0,614146548
1048;7001;123;30,67;21;0,170731707;0,684708184
1049;7002;340;303;174;0,511764706;0,574257426
1050;7003;17369,92;25404,93;13769,96;0,792747462;0,542019207
1051;7004;689;927,65;301;0,436865022;0,324475826
1052;7005;492;246,88;157;0,319105691;0,635936487
1053;7006;183;121,01;57;0,31147541;0,471035452
1054;7007;621;644,13;502;0,808373591;0,779345784
1055;7008;1134;467,81;323;0,284832451;0,690451252
1056;7009;49;101;6;0,12244898;0,059405941
1057;7010;124;57,07;41;0,330645161;0,71841598
1058;7011;555;338,48;127;0,228828829;0,375206807
1059;7012;439;488;300;0,683371298;0,614754098
1060;7013;349;213;164;0,46991404;0,769953052
1061;7014;336;173,68;116;0,345238095;0,667894979
1062;7015;500;297,98;134;0,268;0,44969461
1063;7016;36;41;23;0,638888889;0,56097561
1064;7017;402;276;112;0,278606965;0,405797101
1065;7018;163;125,37;78;0,478527607;0,622158411
1066;7019;1485;1368,88;550;0,37037037;0,401788323
1067;7020;2539;2994,74;1306;0,514375738;0,436097958
1068;7021;701;668,88;588;0,838801712;0,87908145
1069;7022;1314;2109,14;1143;0,869863014;0,541927041
1070;7023;1323;770,25;405;0,306122449;0,525803311
1071;7024;268;169;109;0,406716418;0,644970414
1072;7025;115;45;32;0,27826087;0,711111111
1073;7026;281;147,24;83;0,295373665;0,563705515
1074;7027;982;396,83;281;0,286150713;0,708111786
1075;7028;201;116,23;83;0,412935323;0,714101351
1076;7029;181;103;56;0,309392265;0,54368932
1077;7030;998;773,78;327;0,327655311;0,422600739
1078;7031;1988;900,36;551;0,277162978;0,611977431
1079;7032;128;166;79;0,6171875;0,475903614
1080;7033;361;448,96;266;0,736842105;0,592480399
1081;7034;629;732,95;230;0,365659777;0,313800396
1082;7035;365;224,28;123;0,336986301;0,548421616
1083;7036;207;113,33;73;0,352657005;0,644136592
1084;7037;707;466,87;185;0,261669024;0,396255917
1085;7038;450;200,59;118;0,262222222;0,588264619
1086;7039;49;23;13;0,265306122;0,565217391
1087;7040;1059;544,53;422;0,398489141;0,774980258
1088;7041;399;436,25;311;0,779448622;0,712893983
1089;7042;218;107,46;70;0,321100917;0,651405174
1090;7043;1070;427;261;0,243925234;0,611241218
1091;7044;1108;1085,68;621;0,560469314;0,571991747
1092;7045;1680;1008,35;639;0,380357143;0,633708534
1093;7046;80;30,86;19;0,2375;0,615683733
1094;7047;134;102;65;0,485074627;0,637254902
1095;7048;236;120;62;0,262711864;0,516666667
1096;7049;904;1207,71;238;0,263274336;0,197067177
1097;7050;82;26;13;0,158536585;0,5
1098;7051;466;288,71;121;0,259656652;0,419105677
1099;7052;2006;2757,21;1053;0,524925224;0,381907798
1100;7053;462;337,24;173;0,374458874;0,512987783
1101;7054;2278;1854,13;684;0,300263389;0,368906172
1102;7055;57;52,73;41;0,719298246;0,777545989
1103;7056;97;54,53;30;0,309278351;0,550155877
1104;7057;621;220,65;163;0,262479871;0,73872649
1105;7058;1874;2860,52;598;0,319103522;0,209052899
1106;7059;211;27,2;16;0,075829384;0,588235294
1107;7060;685;340,27;206;0,300729927;0,605401593
1108;7061;166;112,28;69;0,415662651;0,614535091
1109;7062;107;60,31;29;0,271028037;0,480848947
1110;7063;1695;964,05;553;0,326253687;0,5736217
1111;7064;168;206,7;84;0,5;0,406386067
1112;7065;2276;2726,73;1311;0,576010545;0,480795678
1113;7066;2877;1340,89;791;0,274939173;0,589906704
1114;7067;246;185;132;0,536585366;0,713513514
1115;7068;80;56,65;42;0,525;0,741394528
1116;7069;348;194,84;114;0,327586207;0,585095463
1117;7070;68;51,37;33;0,485294118;0,642398287
1118;7071;1060;1129;909;0,85754717;0,80513729
1119;7072;675;437,34;240;0,355555556;0,548772122
1120;7073;1368;2340,69;748;0,546783626;0,319563889
1121;7074;684;818,85;245;0,358187135;0,299200098
1122;8001;162;97,35;65;0,401234568;0,667693888
1123;8002;224;134,83;109;0,486607143;0,808425425
1124;8003;68;28,98;14;0,205882353;0,483091787
1125;8004;48;10;7;0,145833333;0,7
1126;8005;130;46,52;31;0,238461538;0,666380052
1127;8006;499;308,61;202;0,404809619;0,654547811
1128;8007;90;45;38;0,422222222;0,844444444
1129;8008;4350;4512,47;2330;0,535632184;0,516346923
1130;8009;163;99,57;62;0,380368098;0,622677513
1131;8010;343;256,22;117;0,341107872;0,456638826
1132;8011;2731;1691,43;822;0,300988649;0,485979319
1133;8012;140;40,52;26;0,185714286;0,64165844
1134;8013;52;30;22;0,423076923;0,733333333
1135;8014;601;200,02;127;0,211314476;0,634936506
1136;8015;102;59;41;0,401960784;0,694915254
1137;8016;473;236,99;187;0,395348837;0,78906283
1138;8017;434;374,87;154;0,35483871;0,41080908
1139;8018;125;49,29;7;0,056;0,142016636
1140;8019;233;282,73;81;0,347639485;0,286492413
1141;8020;308;389,5;106;0,344155844;0,272143774
1142;8021;582;282,4;151;0,259450172;0,53470255
1143;8022;286;97,53;72;0,251748252;0,738234389
1144;8023;76;26;21;0,276315789;0,807692308
1145;8024;360;129,54;45;0,125;0,347383048
1146;8025;278;51,75;39;0,14028777;0,753623188
1147;8026;1065;358,6;205;0,192488263;0,571667596
1148;8027;2421;2924,03;1373;0,567121024;0,469557426
1149;8028;516;283,9;150;0,290697674;0,528355055
1150;8029;899;658,34;389;0,432703003;0,590880092
1151;8030;630;310,7;166;0,263492063;0,534277438
1152;8031;20111,8;24115,73;16835,26;0,837083702;0,698102857
1153;8032;304;148;96;0,315789474;0,648648649
1154;8033;126;53;37;0,293650794;0,698113208
1155;8034;67;37,72;24;0,358208955;0,636267232
1156;8035;181;107;78;0,430939227;0,728971963
1157;8036;134;38;24;0,179104478;0,631578947
1158;8037;36;7;6;0,166666667;0,857142857
1159;8038;82;40,2;26;0,317073171;0,646766169
1160;8039;1350;1039,97;597;0,442222222;0,574055021
1161;8040;337;181,58;144;0,427299703;0,793038881
1162;8041;256;138,38;110;0,4296875;0,79491256
1163;8042;646;867,2;393;0,608359133;0,453182657
1164;8043;351;280,34;193;0,54985755;0,68844974
1165;8044;384;147,6;108;0,28125;0,731707317
1166;8045;1267;947,41;405;0,319652723;0,427481238
1167;8046;233;205,27;115;0,493562232;0,560237736
1168;8047;156;50,11;33;0,211538462;0,658551187
1169;8048;232;90,89;62;0,267241379;0,68214325
1170;8049;130;56,41;24;0,184615385;0,425456479
1171;8050;1264;941,91;490;0,387658228;0,520219554
1172;8051;102;44;23;0,225490196;0,522727273
1173;8052;1332;1347,74;644;0,483483483;0,477836972
1174;8053;636;241,99;153;0,240566038;0,632257531
1175;8054;594;615,18;232;0,390572391;0,377125394
1176;8055;23399,61;24897,7;19693,49;0,841616164;0,790976275
1177;8056;1015;743,16;346;0,3408867;0,465579418
1178;8057;116;61,2;38;0,327586207;0,620915033
1179;8058;500;162,37;114;0,228;0,702100142
1180;8059;6749;6866,58;4105;0,608238258;0,597823079
1181;8060;113;51,91;23;0,203539823;0,443074552
1182;8061;127;96,25;65;0,511811024;0,675324675
1183;8062;622;183,52;146;0,234726688;0,795553618
1184;8063;3148;2464,27;1157;0,367534943;0,46951024
1185;8064;150;42,12;25;0,166666667;0,59354226
1186;8065;10554,65;9924,84;6714,27;0,636143311;0,676511662
1187;8066;118;29;22;0,186440678;0,75862069
1188;8067;204;56,98;46;0,225490196;0,807300807
1189;9001;4530;5747,68;3207;0,70794702;0,557964257
1190;9002;11169,25;13213,31;8106,68;0,725803434;0,613523788
1191;9003;2505;1667,62;729;0,291017964;0,43714995
1192;9004;4707;2542,14;1624;0,345018058;0,63883185
1193;9005;871;1124,34;353;0,405281286;0,313961969
1194;9006;3296;2833,03;2090;0,634101942;0,737726039
1195;9007;283;121,67;68;0,240282686;0,558888798
1196;9008;292;64,51;38;0,130136986;0,58905596
1197;9009;267;131;95;0,355805243;0,72519084
1198;9010;545;409,97;117;0,214678899;0,285386736
1199;9011;1276;313,5;213;0,1669279;0,679425837
1200;9012;1949;1584,07;833;0,427398666;0,5258606
1201;9013;953;822,44;352;0,369359916;0,427994747
1202;9014;143;49;32;0,223776224;0,653061224
1203;9015;6248;7752,26;4131;0,661171575;0,532876864
1204;9016;827;333,06;188;0,22732769;0,56446286
1205;9017;611;486,65;374;0,612111293;0,76851947
1206;9018;2666;2772,88;1157;0,433983496;0,417255705
1207;9019;310;128;104;0,335483871;0,8125
1208;9020;156;45,23;22;0,141025641;0,48640283
1209;9021;57;18;14;0,245614035;0,777777778
1210;9022;2397;1460,06;938;0,391322486;0,642439352
1211;9023;1548;791,08;540;0,348837209;0,682611114
1212;9024;2483;2001,56;1224;0,492952074;0,611523012
1213;9025;1040;960,3;343;0,329807692;0,357180048
1214;9026;528;407,24;114;0,215909091;0,279933209
1215;9027;878;925,62;400;0,455580866;0,43214278
1216;9028;94;17;14;0,14893617;0,823529412
1217;9029;5185;7245;3694;0,71243973;0,509868875
1218;9030;600;272,88;161;0,268333333;0,590002932
1219;9031;430;212,6;106;0,246511628;0,498588899
1220;9032;175;31;25;0,142857143;0,806451613
1221;9033;748;734,84;378;0,505347594;0,514397692
1222;9034;4847;5499,67;2821;0,58200949;0,512939867
1223;9035;414;178,21;104;0,251207729;0,583581168
1224;9036;564;246;193;0,342198582;0,784552846
1225;9037;36;27;12;0,333333333;0,444444444
1226;9038;1619;1716,74;786;0,485484867;0,457844519
1227;9039;193;130,52;65;0,336787565;0,498007968
1228;9040;346;176;138;0,398843931;0,784090909
1229;9041;84;42,25;23;0,273809524;0,544378698
1230;9042;1207;685,28;473;0,391880696;0,690228812
1231;9043;97;38,09;25;0,257731959;0,656340247
1232;9044;417;159,31;95;0,227817746;0,596321637
1233;9045;789;506,1;299;0,37896071;0,590792334
1234;9046;160;62;51;0,31875;0,822580645
1235;9047;402;198,06;109;0,271144279;0,550338281
1236;9048;325;77,79;45;0,138461538;0,578480524
1237;9049;3709;4696,31;2040;0,550013481;0,434383591
1238;9050;300;26;14;0,046666667;0,538461538
1239;9051;360;156;120;0,333333333;0,769230769
1240;9052;3587;1708,27;1001;0,279063284;0,585972943
1241;9053;242;54;34;0,140495868;0,62962963
1242;9054;333;191,1;40;0,12012012;0,209314495
1243;9055;766;704,68;485;0,633159269;0,688255662
1244;9056;28171,57;34770,07;21042,15;0,746928552;0,605179972
1245;9057;1607;1434,87;787;0,489732421;0,548481744
1246;9058;1478;711,13;463;0,313261164;0,651076456
1247;9059;359;105,43;66;0,183844011;0,626007778
1248;9060;73;20;16;0,219178082;0,8
1249;9061;1349;675,2;396;0,293550778;0,586492891
1250;9062;1312;392,93;266;0,202743902;0,676965363
1251;9063;269;188,56;153;0,568773234;0,811412813
1252;9064;4097;5976,22;1887;0,460580913;0,315751428
1253;9065;6030;4660,56;3297;0,546766169;0,707425717
1254;9066;172;18;15;0,087209302;0,833333333
1255;9067;428;99,94;61;0,142523364;0,61036622
1256;9068;1364;1132,4;450;0,329912023;0,397386083
1257;9069;147;112,35;29;0,197278912;0,25812194
1258;10001;5493;4446,7;2632;0,479155289;0,591899611
1259;10002;1304;574,28;281;0,215490798;0,489308351
1260;10003;1384;520,49;375;0,270953757;0,720474937
1261;10004;2118;1162,59;684;0,322946176;0,588341548
1262;10005;857;405,8;305;0,355892649;0,751601774
1263;10006;2685;3195,81;1318;0,490875233;0,412415006
1264;10007;2417;2177,16;993;0,410839884;0,456098771
1265;10008;1416;1022,22;615;0,434322034;0,601631743
1266;10009;3497;2029,74;1255;0,358879039;0,618305793
1267;10010;1954;3077,01;783;0,400716479;0,254467811
1268;10011;3417;1914,88;1068;0,312554873;0,557737299
1269;10012;1672;1440,36;629;0,376196172;0,436696381
1270;10013;720;394,89;223;0,309722222;0,564714224
1271;10014;2071;1056,75;473;0,228392081;0,44759877
1272;10015;12560,06;15583,02;7716,14;0,614339422;0,495163325
1273;10016;1207;1265,07;583;0,483015742;0,460844064
1274;10017;4458;2418,55;1874;0,420367878;0,774844432
1275;10018;2817;1549,91;742;0,263400781;0,478737475
1276;10019;110;117,56;29;0,263636364;0,246682545
1277;10020;216;83,38;67;0,310185185;0,803550012
1278;10021;865;331,01;208;0,240462428;0,628379807
1279;10022;26;9;7;0,269230769;0,777777778
1280;10023;210;106;76;0,361904762;0,716981132
1281;10024;48;27,44;14;0,291666667;0,510204082
1282;10025;286086,27;319282,22;274958,14;0,961102188;0,861175859
1283;10026;24;16;14;0,583333333;0,875
1284;10027;685;440,95;246;0,359124088;0,557886382
1285;10028;5552;5003,76;2336;0,42074928;0,46684893
1286;10029;1114;425,06;202;0,181328546;0,475227027
1287;10030;201;37,43;21;0,104477612;0,561047288
1288;10031;632;277,02;167;0,264240506;0,60284456
1289;10032;1849;1042,63;804;0,434829638;0,771126862
1290;10033;1375;607,11;349;0,253818182;0,574854639
1291;10034;751;331,3;201;0,267643142;0,606700875
1292;10035;1856;937,46;515;0,277478448;0,549356773
1293;10036;1168;1025,7;534;0,457191781;0,520620064
1294;10037;1159;825,51;626;0,540120794;0,7583191
1295;10038;71;42;26;0,366197183;0,619047619
1296;10039;959;485,05;341;0,355578728;0,703020307
1297;10040;1107;471,8;386;0,348690154;0,818143281
1298;10041;372;136,51;69;0,185483871;0,505457476
1299;10042;273;147,5;56;0,205128205;0,379661017
1300;10043;1256;457,89;265;0,210987261;0,578741619
1301;10044;193;586,09;113;0,585492228;0,192803153
1302;10045;50;17;15;0,3;0,882352941
1303;10046;13259,09;11190,78;7974,88;0,601465108;0,712629504
1304;10047;4798;3922,22;2193;0,457065444;0,55912213
1305;10048;257;217,28;156;0,607003891;0,717967599
1306;10049;2205;1847,01;903;0,40952381;0,488898273
1307;10050;16;6;5;0,3125;0,833333333
1308;10051;1262;628,64;442;0,350237718;0,703105116
1309;10052;162;158,03;111;0,685185185;0,702398279
1310;10053;1310;731,5;359;0,274045802;0,490772386
1311;10054;4306;4176,74;2560;0,594519275;0,612918209
1312;10055;2890;1419,41;847;0,293079585;0,596726809
1313;10056;432;318,16;280;0,648148148;0,880060347
1314;10057;1641;949,19;498;0,303473492;0,524657866
1315;10058;4016;1916,4;1162;0,289342629;0,606345231
1316;10059;8017;8493,81;4740;0,591243607;0,558053453
1317;10060;2008;1110,22;765;0,380976096;0,68905262
1318;10061;199;112,97;90;0,452261307;0,796671683
1319;10062;1008;602,29;424;0,420634921;0,70397981
1320;10063;268;187,89;41;0,152985075;0,218212784
1321;10064;1086;486,8;385;0,354511971;0,790879211
1322;10065;370;89;66;0,178378378;0,741573034
1323;10066;169;62;47;0,278106509;0,758064516
1324;10067;1081;459,58;235;0,217391304;0,511336438
1325;11001;1866;1375,13;681;0,364951768;0,495225906
1326;11002;4791;2908,2;1430;0,29847631;0,491713087
1327;11003;1129;375,16;240;0,212577502;0,63972705
1328;11004;3825;2258,25;1347;0,352156863;0,596479575
1329;11005;349;242,6;172;0,492836676;0,708985985
1330;11006;431;355,77;163;0,378190255;0,458161172
1331;11007;617;818,94;331;0,536466775;0,404181014
1332;11008;434;204,77;117;0,269585253;0,57137276
1333;11009;174;96,1;61;0,350574713;0,634755463
1334;11010;169;113,65;36;0,213017751;0,316761989
1335;11011;3799;1961,8;1240;0,326401685;0,632072586
1336;11012;548;413,46;287;0,523722628;0,694142118
1337;11013;3211;2134,91;1057;0,329180941;0,495102838
1338;11014;212;125,62;70;0,330188679;0,557236109
1339;11015;43893,23;57713,39;37232,61;0,848254047;0,645129492
1340;11016;3958;2684,99;1561;0,394391107;0,581380191
1341;11017;2497;2196,08;1741;0,697236684;0,792776219
1342;11018;198;70,87;46;0,232323232;0,649075773
1343;11019;664;843,95;476;0,71686747;0,564014456
1344;11020;4017;1940,32;1165;0,290017426;0,600416426
1345;11021;252;118,86;71;0,281746032;0,59734141
1346;11022;1482;1470,05;664;0,448043185;0,451685317
1347;11023;1762;884,15;529;0,300227015;0,598314766
1348;11024;652;645,67;372;0,570552147;0,576145709
1349;11025;264;221,21;93;0,352272727;0,42041499
1350;11026;4322;3497,86;1531;0,354234151;0,437696191
1351;11027;10500,93;12683,36;5894,49;0,561330282;0,464741993
1352;11028;519;397,6;258;0,497109827;0,64889336
1353;11029;761;682,06;487;0,639947438;0,71401343
1354;11030;343;350,28;214;0,623906706;0,61093982
1355;11031;3490;2118,58;967;0,277077364;0,456437803
1356;11032;220;77;63;0,286363636;0,818181818
1357;12001;162;70;34;0,209876543;0,485714286
1358;12002;2886;2084,95;817;0,283090783;0,39185592
1359;12003;2778;2175,85;1063;0,382649388;0,488544707
1360;12004;5522;3072,49;1726;0,31256791;0,561759355
1361;12005;2716;1718,93;804;0,296023564;0,467732834
1362;12006;2571;1903,26;689;0,267989109;0,362010445
1363;12007;454;324,32;128;0,281938326;0,394671929
1364;12008;919;594,23;137;0,149075082;0,23055046
1365;12009;878;581,25;173;0,197038724;0,297634409
1366;12010;334;140,79;63;0,188622754;0,447474963
1367;12011;1486;539,11;313;0,210632571;0,580586522
1368;12012;3027;2094,22;960;0,317145689;0,458404561
1369;12013;4678;3725,26;1517;0,324283882;0,407219899
1370;12014;1771;3023,75;501;0,282891022;0,165688301
1371;12015;2386;2065,62;682;0,285834032;0,330167214
1372;12016;1136;1190,18;269;0,236795775;0,226016233
1373;12017;1780;1589,34;507;0,284831461;0,31900034
1374;12018;470;58;19;0,040425532;0,327586207
1375;12019;988;304,35;172;0,174089069;0,56513882
1376;12020;630;216,58;56;0,088888889;0,258564964
1377;12021;474;190,18;95;0,200421941;0,499526764
1378;12022;711;720,59;84;0,11814346;0,116571143
1379;12023;625;1164,93;96;0,1536;0,082408385
1380;12024;660;286,22;163;0,246969697;0,569491999
1381;12025;1674;1396,29;396;0,23655914;0,283608706
1382;12026;41781,83;42457,83;22767,92;0,544923954;0,536247849
1383;12027;936;398,37;168;0,179487179;0,421718503
1384;12028;940;761,19;245;0,260638298;0,321864449
1385;12029;4151;2409,13;1192;0,287159721;0,494784424
1386;12030;2587;1540,59;784;0,30305373;0,508895942
1387;12031;1357;1127,74;411;0,302873987;0,364445706
1388;12032;7933;5468,44;2485;0,313248456;0,454425759
1389;12033;3715;1852,8;891;0,239838493;0,480893782
1390;12034;9673;8045,94;3216;0,332471829;0,399704696
1391;12035;2793;1235,54;724;0,259219477;0,5859786
1392;12036;1473;882,21;321;0,217922607;0,363858945
1393;12037;657;230;84;0,127853881;0,365217391
1394;12038;2074;1075,4;419;0,202025072;0,389622466
1395;12039;3199;1526,72;830;0,25945608;0,54364913
1396;12040;11553,31;8100,5;4006,59;0,346791526;0,494610209
1397;12041;325;147,42;20;0,061538462;0,135666802
1398;12042;7124;10109,65;2280;0,320044919;0,225527095
1399;12043;273;116,22;49;0,179487179;0,42161418
1400;12044;714;545,51;175;0,245098039;0,320800719
1401;12045;998;468,41;274;0,274549098;0,584957623
1402;12046;4360;3364,22;1460;0,334862385;0,433978753
1403;12047;2964;1812,42;733;0,247300945;0,404431644
1404;12048;3182;2410,64;901;0,283155248;0,373759665
1405;12049;437;292,19;98;0,224256293;0,3353982
1406;12050;5619;2833,53;1624;0,289019398;0,573136688
1407;12051;2057;1475,36;558;0,271268838;0,378212775
1408;12052;1099;386,72;208;0,189262966;0,537856847
1409;12053;2417;1550,1;687;0,284236657;0,443197213
1410;12054;639;383,57;140;0,219092332;0,364992048
1411;12055;1438;1218,01;318;0,221140473;0,2610816
1412;12056;413;75;51;0,123486683;0,68
1413;12057;343;541,42;41;0,119533528;0,075726793
1414;12058;2041;762,01;485;0,237628613;0,636474587
1415;12059;1716;411,66;298;0,173659674;0,723898363
1416;12060;1581;1098,9;555;0,351043643;0,505050505
1417;12061;70;22;16;0,228571429;0,727272727
1418;12062;1813;1336,71;554;0,305570877;0,414450404
1419;12063;884;879,56;223;0,252262443;0,253535859
1420;12064;1846;2301,11;530;0,287107259;0,230323626
1421;12065;741;278,3;170;0,229419703;0,610851599
1422;12066;67;8;4;0,059701493;0,5
1423;12067;6670;4109,97;2088;0,313043478;0,508032905
1424;12068;3746;6639,99;1157;0,308862787;0,17424725
1425;12069;366;141,26;38;0,103825137;0,269007504
1426;12070;26487,13;34761,65;13548,35;0,511506909;0,389749911
1427;12071;593;389,61;72;0,121416526;0,184800185
1428;12072;4794;5161,3;1682;0,350855236;0,325886889
1429;12073;2633;4010,86;762;0,289403722;0,189984193
1430;12074;1543;1258,99;397;0,257290992;0,315332131
1431;12075;5961;3547,21;1467;0,246099648;0,413564463
1432;12076;1987;1225,84;472;0,237544036;0,385042094
1433;12077;1385;742,9;401;0,289530686;0,539776551
1434;12078;2758;1807,48;931;0,337563452;0,515081771
1435;12079;4629;4208,22;1507;0,325556276;0,358108654
1436;12080;1319;970,57;376;0,285064443;0,387401218
1437;12081;700;352;154;0,22;0,4375
1438;12082;596;267,53;87;0,145973154;0,325197174
1439;12083;5787;3645,37;1662;0,287195438;0,455920798
1440;12084;2626;3269,05;1056;0,402132521;0,323029626
1441;12085;2887;1900,34;861;0,29823346;0,453076818
1442;12086;2899;1704,5;1042;0,359434288;0,611322969
1443;12087;4155;3075,42;1669;0,401684717;0,542690104
1444;12088;1849;1032,23;439;0,237425635;0,425292813
1445;12089;2834;1630,93;701;0,247353564;0,429816117
1446;12090;6451;7322,65;2717;0,421175012;0,371040539
1447;12091;758;388,32;119;0,156992084;0,30644829
1448;12092;7076;7431,41;3586;0,506783493;0,482546381
1449;12093;697;261,61;92;0,131994261;0,351668514
1450;12094;858;474,21;271;0,315850816;0,571476772
1451;12095;715;833,95;133;0,186013986;0,159481983
1452;12096;9306;4933,88;3107;0,333870621;0,629727517
1453;12097;1804;1018,92;513;0,284368071;0,503474267
1454;12098;4117;2625,16;1052;0,255525868;0,400737479
1455;12099;153;36;26;0,169934641;0,722222222
1456;12100;146;17;6;0,04109589;0,352941176
1457;12101;952;486,67;251;0,263655462;0,515749892
1458;12102;831;802,68;210;0,252707581;0,261623561
1459;12103;738;177,97;111;0,150406504;0,623700624
1460;12104;1079;859,95;251;0,232622799;0,291877435
1461;12105;2487;1472,79;684;0,275030157;0,464424663
1462;12106;2820;2221,09;863;0,306028369;0,388547965
1463;12107;2387;1704,24;574;0,240469208;0,336807022
1464;12108;6768;4985,58;2069;0,30570331;0,414996851
1465;12109;4265;5277,11;1270;0,297772567;0,240662029
1466;12110;435;66,64;32;0,073563218;0,480192077
1467;12111;441;114;44;0,099773243;0,385964912
1468;12112;79;34;12;0,151898734;0,352941176
1469;12113;1576;730,18;418;0,265228426;0,572461585
1470;12114;1169;723,13;318;0,272027374;0,439754954
1471;12115;492;434,39;78;0,158536585;0,179562145
1472;12116;675;253,38;146;0,216296296;0,576209646
1473;12117;1695;812,07;371;0,218879056;0,456857167
1474;12118;8557;7069,7;2815;0,328970434;0,398178141
1475;12119;20967,18;26226,54;10216,3;0,487251981;0,389540519
1476;12120;5520;6540,74;2696;0,488405797;0,412185777
1477;12121;2342;2863,94;805;0,343723313;0,281081308
1478;12122;3034;3440,48;1011;0,333223467;0,293854346
1479;12123;8977;10829,86;4140;0,461178567;0,38227641
1480;12124;3511;2537,6;1208;0,344061521;0,476040353
1481;12125;1916;770,9;469;0,244780793;0,608379816
1482;12126;1388;1194,9;370;0,266570605;0,309649343
1483;12127;9427;12405,41;4455;0,472578763;0,359117514
1484;12128;2227;1109,9;591;0,265379434;0,532480404
1485;12129;103;18;5;0,048543689;0,277777778
1486;12130;5869;3917,37;2047;0,348781735;0,522544462
1487;12131;817;271,87;145;0,17747858;0,533343142
1488;12132;1247;820,84;310;0,248596632;0,377661907
1489;12133;40769,25;62808,52;27015,86;0,662652857;0,430130498
1490;12134;3919;2381,69;1164;0,297014545;0,488728592
1491;12135;65;29;16;0,246153846;0,551724138
1492;12136;3406;2912,05;1051;0,308573106;0,360914133
1493;12137;3844;3750,03;1087;0,282778356;0,289864348
1494;12138;4664;4851,87;1921;0,411878216;0,395929817
1495;12139;2941;1111,95;672;0,22849371;0,60434372
1496;12140;355;564,69;37;0,104225352;0,065522676
1497;12141;846;345;137;0,161938534;0,397101449
1498;13003;3406;2327,3;978;0,287140341;0,42022945
1499;13004;2138;2092,37;594;0,277829747;0,283888605
1500;13005;1622;458,24;263;0,162145499;0,573935056
1501;13006;707;621,96;134;0,189533239;0,215447939
1502;13007;2884;2155,41;813;0,281900139;0,377190419
1503;13009;1029;1006,26;217;0,210884354;0,215650031
1504;13010;4220;3620,13;1286;0,304739336;0,355235862
1505;13011;323;234,31;103;0,318885449;0,439588579
1506;13012;2780;2171,63;788;0,283453237;0,362861077
1507;13013;1870;1159,29;464;0,248128342;0,400244978
1508;13015;292;98;59;0,202054795;0,602040816
1509;13019;1576;1835,46;1187;0,753172589;0,646704368
1510;13021;167;33;9;0,053892216;0,272727273
1511;13022;1449;843,93;274;0,189095928;0,324671477
1512;13023;2812;1144,77;684;0,243243243;0,597499934
1513;13024;884;348,4;158;0,178733032;0,453501722
1514;13025;140;23;12;0,085714286;0,52173913
1515;13026;628;242,83;107;0,170382166;0,440637483
1516;13028;3494;2085,7;909;0,260160275;0,435824903
1517;13029;1210;601,31;313;0,258677686;0,520530176
1518;13030;217;47,03;16;0,073732719;0,340208378
1519;13032;942;284,17;195;0,207006369;0,686208959
1520;13034;2315;1847,42;584;0,252267819;0,31611653
1521;13035;4417;3523,68;1465;0,331673081;0,415758525
1522;13036;4274;2585,31;1130;0,264389331;0,437084914
1523;13037;208;91;46;0,221153846;0,505494505
1524;13038;1214;458,47;226;0,18616145;0,492943922
1525;13040;969;872,28;631;0,651186791;0,723391572
1526;13041;21872,06;21204,16;11967,4;0,54715468;0,564389252
1527;13042;2568;2036,33;924;0,359813084;0,453757495
1528;13043;3189;1505,38;822;0,257761054;0,546041531
1529;13044;603;143,65;59;0,097844113;0,410720501
1530;13045;1570;1075,11;332;0,211464968;0,308805611
1531;13046;2535;1515,25;684;0,269822485;0,451410658
1532;13047;1676;744,2;436;0,260143198;0,585864015
1533;13048;3560;2082,37;997;0,28005618;0,478781389
1534;13050;171;119;27;0,157894737;0,226890756
1535;13052;899;373,78;178;0,197997775;0,476215956
1536;13053;2916;2669,95;635;0,21776406;0,237832169
1537;13055;1858;1220,2;355;0,191065662;0,290935912
1538;13058;782;521;131;0,167519182;0,251439539
1539;13059;515;187,35;65;0,126213592;0,346944222
1540;13060;616;404,22;198;0,321428571;0,48983227
