;Comun_list.1.n.;Resident_w_list;Workers_list;Autflux_list;Autoff_list;Autdom_list
4084;40028;900;358,21;224;0,248888889;0,625331509
4085;40031;290;201,04;145;0,5;0,721249503
4086;40032;3457;2519,67;1908;0,551923633;0,75724202
4087;40033;320;271,35;217;0,678125;0,799705178
4088;40036;923;711,14;520;0,563380282;0,731220294
4089;40037;1996;1014,76;640;0,320641283;0,630691001
4090;40041;6402;6054,12;3115;0,486566698;0,514525645
4091;40043;2104;2697,05;1598;0,759505703;0,592499212
4092;40044;1841;1331,65;890;0,483432917;0,668343784
4093;40045;9772;8689,5;4475;0,457941056;0,514989355
4094;40046;1686;1180,07;781;0,463226572;0,661825146
4095;40049;588;375;316;0,537414966;0,842666667
4096;40050;903;673,28;539;0,596899225;0,80055846
4097;41001;2257;1593,61;1125;0,498449269;0,705944365
4098;41002;906;672,49;579;0,639072848;0,860979345
4099;41003;820;478,23;276;0,336585366;0,57712816
4100;41004;487;272;150;0,308008214;0,551470588
4101;41005;383;319;127;0,331592689;0,398119122
4102;41006;242;146;104;0,429752066;0,712328767
4103;41007;4048;3534,81;2632;0,650197628;0,744594476
4104;41008;880;538,22;455;0,517045455;0,845379213
4105;41009;848;569,42;439;0,517688679;0,770959924
4106;41010;4317;3117,89;1821;0,421820709;0,584048828
4107;41012;3535;2549,43;1189;0,336350778;0,466378759
4108;41013;31810,05;32116,69;23343,23;0,733831918;0,726825523
4109;41014;4767;3856,92;2765;0,580029369;0,716893272
4110;41015;4772;5023,05;3040;0,637049455;0,605209982
4111;41016;458;234,93;173;0,377729258;0,736389563
4112;41017;136;124;49;0,360294118;0,39516129
4113;41018;587;319,45;206;0,350936968;0,64485835
4114;41019;2670;2092,12;1113;0,416853933;0,531996253
4115;41020;2657;1519,8;839;0,315769665;0,552046322
4116;41021;298;297;138;0,463087248;0,464646465
4117;41022;856;812;431;0,503504673;0,530788177
4118;41023;985;894,33;531;0,539086294;0,593740566
4119;41025;638;468;357;0,559561129;0,762820513
4120;41026;532;461,92;208;0,390977444;0,450294423
4121;41027;1079;956,18;450;0,417052827;0,470622686
4122;41028;1915;1614,21;883;0,461096606;0,547016807
4123;41029;5735;4447,38;2623;0,457367044;0,589785447
4124;41030;1429;1476;687;0,480755773;0,465447154
4125;41031;298;168,91;129;0,432885906;0,763720324
4126;41032;962;328,14;209;0,217255717;0,636923264
4127;41033;515;325,58;274;0,532038835;0,841575035
4128;41034;1401;898,1;466;0,332619557;0,518873177
4129;41035;506;250,97;163;0,322134387;0,649480018
4130;41036;3947;4456,19;1528;0,387129465;0,342893817
4131;41037;1547;1023,4;548;0,354234001;0,535470002
4132;41038;1414;1090,34;594;0,420084866;0,544784196
4133;41040;1041;1129;416;0,399615754;0,368467671
4134;41041;372;301,45;142;0,38172043;0,47105656
4135;41043;2889;2742,19;1986;0,687435099;0,724238656
4136;41044;48470,16;56058,21;40831,89;0,84241294;0,728383764
4137;41045;1524;1231,23;813;0,533464567;0,660315294
4138;41046;504;331,14;133;0,263888889;0,40164281
4139;41047;1034;1040,61;523;0,505802708;0,502589827
4140;41048;333;240;137;0,411411411;0,570833333
4141;41049;1036;1012,46;608;0,586872587;0,600517551
4142;41050;3608;3254,15;1598;0,442904656;0,491065255
4143;41051;2485;1206,99;865;0,348088531;0,716658796
4144;41052;702;313,64;203;0,289173789;0,647238873
4145;41054;1645;1365,41;816;0,496048632;0,597622692
4146;41056;4985;4032,48;1853;0,371715145;0,459518708
4147;41057;2205;1741,6;1346;0,610430839;0,772852549
4148;41058;785;843,34;311;0,396178344;0,368771788
4149;41059;1772;2256,22;1207;0,681151242;0,534965562
4150;41060;633;346,21;213;0,336492891;0,615233529
4151;41061;432;261,91;129;0,298611111;0,492535604
4152;41062;1378;780,33;427;0,309869376;0,547204388
4153;41064;462;414,37;262;0,567099567;0,632285156
4154;41065;4601;3253,56;1545;0,335796566;0,474864456
4155;41066;3702;3623,21;2479;0,669638033;0,684199922
4156;41067;7717;13193,39;5928;0,768174161;0,449315907
4157;42001;2835;1427,14;867;0,305820106;0,607508724
4158;42002;50314,05;71366,35;42981,24;0,854259198;0,60226199
4159;42003;2089;1908,26;1192;0,570607946;0,624652825
4160;42004;713;611,52;281;0,394109397;0,459510727
4161;42005;1126;695,91;437;0,388099467;0,627954764
4162;42006;3985;4161,77;1907;0,478544542;0,458218498
4163;42007;1460;987,28;411;0,281506849;0,416295276
4164;42008;2705;1303,04;646;0,238817006;0,495763752
4165;42009;550;206,9;99;0,18;0,478492025
4166;42010;10351;10504,54;6274;0,606125012;0,597265563
4167;42011;857;558,51;397;0,463243874;0,71081986
4168;42012;1797;1826,62;779;0,433500278;0,426470749
4169;42013;2031;2330,4;1035;0,509601182;0,444129763
4170;42014;7458;4828,59;2942;0,394475731;0,609287597
4171;42015;2569;2186,83;1402;0,545737641;0,641110649
4172;42016;2343;1377,94;1030;0,439607341;0,747492634
4173;42017;14997,52;18653,07;13038,89;0,869403075;0,699021126
4174;42018;12914,5;10128,24;5910;0,45762515;0,583516978
4175;42019;5205;4074,03;3245;0,623439001;0,796508617
4176;42020;799;754,62;294;0,36795995;0,389600064
4177;42021;20020,72;26756,58;14606,77;0,729582652;0,545913192
4178;42022;6495;6643,07;3314;0,510238645;0,498865735
4179;42023;3190;2349,6;1181;0,370219436;0,502638747
4180;42024;559;634,76;118;0,211091234;0,185897032
4181;42025;1864;2383,36;562;0,301502146;0,235801557
4182;42026;1026;824,27;502;0,489278752;0,609023742
4183;42027;5173;2506,84;1720;0,33249565;0,686122768
4184;42028;1146;868,17;374;0,326352531;0,430791204
4185;42029;1659;1558,7;541;0,32610006;0,347084109
4186;42030;3780;2224,85;1286;0,34021164;0,578016495
4187;42031;1062;616,97;377;0,354990584;0,61105078
4188;42032;1751;1630,32;660;0,37692747;0,4048285
4189;42033;1009;570,89;309;0,306243806;0,541260138
4190;42034;19233,48;18438,75;11835,12;0,615339502;0,641861298
4191;42035;3469;2571,63;1668;0,48083021;0,648615858
4192;42036;1745;1513,47;952;0,545558739;0,629018084
4193;42037;287;101,9;54;0,18815331;0,529931305
4194;42038;2593;1407,66;932;0,359429233;0,662091698
4195;42039;2474;1928,51;993;0,401374293;0,51490529
4196;42040;1032;771,1;322;0,312015504;0,417585268
4197;42041;1145;674,25;337;0,294323144;0,499814609
4198;42042;475;370,03;171;0,36;0,462124693
4199;42043;2243;1301,93;889;0,396344182;0,68283241
4200;42044;3530;2860,22;2174;0,615864023;0,760081392
4201;42045;21922,72;23662,16;16150,94;0,736721538;0,68256406
4202;42046;1979;1816,46;1087;0,549267307;0,598416701
4203;42047;1433;1362,71;656;0,457780879;0,481393693
4204;42048;1963;1202,7;713;0,363219562;0,592832793
4205;42049;1156;549,34;419;0,362456747;0,762733462
4206;43001;44;14;11;0,25;0,785714286
4207;43002;1109;800,44;573;0,516681695;0,715856279
4208;43003;2242;2134,36;1378;0,614629795;0,645626792
4209;43004;961;651,72;366;0,380853278;0,561590867
4210;43005;56;20,85;16;0,285714286;0,767386091
4211;43006;863;726,99;351;0,406720742;0,482812693
4212;43007;3355;4745,69;2621;0,781222057;0,552290605
4213;43008;301;139,83;108;0,358803987;0,772366445
4214;43009;2292;1496,57;978;0,426701571;0,653494324
4215;43010;107;77;49;0,457943925;0,636363636
4216;43011;215;86;53;0,246511628;0,61627907
4217;43012;5057;5405,47;3438;0,679849713;0,6360224
4218;43013;20062,17;24646,15;15337,7;0,764508525;0,622316264
4219;43014;585;486,16;221;0,377777778;0,454582853
4220;43015;8276;7158,55;4448;0,537457709;0,621354883
4221;43016;1045;768,28;546;0,522488038;0,710678399
4222;43017;221;179;119;0,538461538;0,664804469
4223;43018;75;20;12;0,16;0,6
4224;43019;619;387,68;298;0,481421648;0,768675196
4225;43020;312;347,95;85;0,272435897;0,244287972
4226;43021;328;212,47;180;0,548780488;0,847178425
4227;43022;1102;836,35;564;0,511796733;0,674358821
4228;43023;21011,19;30692,26;15782,09;0,751127851;0,514204233
4229;43024;5051;4600,28;3332;0,659671352;0,724303738
4230;43025;2294;1538,65;1228;0,535309503;0,798102232
4231;43026;3854;3269,41;1876;0,486766995;0,573803836
4232;43027;35;13;3;0,085714286;0,230769231
4233;43028;3960;2968,66;1652;0,417171717;0,556480028
4234;43029;1790;1345,61;902;0,503910615;0,670327955
4235;43030;1831;1788,52;811;0,442927362;0,453447543
4236;43031;4087;3543,58;2404;0,588206508;0,67840997
4237;43032;344;226;178;0,51744186;0,787610619
4238;43033;5361;4259,8;2870;0,535347883;0,673740551
4239;43034;454;488,93;227;0,5;0,46427914
4240;43035;411;304,38;204;0,496350365;0,670214863
4241;43036;940;610,78;363;0,386170213;0,594322014
4242;43037;330;188;122;0,36969697;0,64893617
4243;43038;585;495,95;347;0,593162393;0,699667305
4244;43039;566;419,07;242;0,427561837;0,577469158
4245;43040;123;46;32;0,260162602;0,695652174
4246;43041;3411;2415,8;1369;0,401348578;0,566685984
4247;43042;5791;4335,08;2560;0,442065274;0,590531201
4248;43043;7960;5463,92;4005;0,503140704;0,732990234
4249;43044;11370,68;12851,39;7416,75;0,652269697;0,577116561
4250;43045;439;298,45;125;0,284738041;0,418830625
4251;43046;1563;1459,62;789;0,504798464;0,54055165
4252;43047;6254;5714,12;4424;0,707387272;0,774222452
4253;43048;632;481,33;317;0,501582278;0,658591819
4254;43049;1466;1477,22;965;0,658253752;0,653254085
4255;43050;159;103;65;0,408805031;0,631067961
4256;43051;499;206,33;114;0,228456914;0,552512965
4257;43052;433;291,49;221;0,51039261;0,758173522
4258;43053;9850,91;10702,21;7455,5;0,756833633;0,696631817
4259;43054;4931;3793,32;2715;0,550598256;0,715731865
4260;43055;1353;911,8;511;0,377679231;0,560429919
4261;43056;146;120;77;0,52739726;0,641666667
4262;43057;518;601,2;377;0,727799228;0,627079175
4263;44001;1308;831,65;630;0,481651376;0,757530211
4264;44002;1860;1348,74;644;0,346236559;0,477482688
4265;44005;896;420,75;322;0,359375;0,765300059
4266;44006;440;366,76;270;0,613636364;0,736176246
4267;44007;22598,62;32959,85;19161,89;0,847923015;0,581370668
4268;44010;460;269,22;204;0,443478261;0,757744595
4269;44011;4215;2254,34;1365;0,323843416;0,605498727
4270;44012;1373;882,48;689;0,50182083;0,780754238
4271;44013;1071;417,42;269;0,251167134;0,644434862
4272;44014;1780;859,79;461;0,258988764;0,536177439
4273;44015;1692;2477,1;1217;0,719267139;0,491300311
4274;44016;500;268,26;200;0,4;0,745545366
4275;44017;2599;1772,83;1200;0,461716045;0,676883852
4276;44020;4947;1802,16;1367;0,276329088;0,758534203
4277;44021;627;336,43;245;0,390749601;0,7282347
4278;44023;7720;6181,86;3543;0,458937824;0,573128476
4279;44027;1184;841,01;331;0,279560811;0,393574393
4280;44029;824;517,09;330;0,400485437;0,638186776
4281;44031;2241;1827,81;875;0,390450692;0,478714965
4282;44032;1037;852,62;566;0,545805207;0,663836176
4283;44034;193;44,52;24;0,124352332;0,539083558
4284;44036;1025;1105,79;581;0,566829268;0,525416218
4285;44038;136;80,02;52;0,382352941;0,649837541
4286;44044;255;133,91;100;0,392156863;0,746770219
4287;44045;6273;5101,68;2822;0,449864499;0,553151119
4288;44054;2295;2016,8;1303;0,567755991;0,646072987
4289;44056;91;15,89;7;0,076923077;0,440528634
4290;44063;2006;2321,08;1109;0,552841476;0,47779482
4291;44064;861;407,38;315;0,365853659;0,773233836
4292;44065;444;399,68;203;0,457207207;0,507906325
4293;44066;21745,56;26915,8;15214,11;0,699642134;0,565248293
4294;44071;3627;2732,73;1536;0,423490488;0,562075287
4295;44073;928;376,16;292;0,314655172;0,776265419
4296;45001;5425;5187,58;2631;0,484976959;0,507172901
4297;45002;657;712,19;315;0,479452055;0,442297701
4298;45003;29985,14;28297,45;21928,89;0,73132525;0,774942265
4299;45004;324;183,69;127;0,391975309;0,69138222
4300;45005;277;199,18;126;0,454873646;0,632593634
4301;45006;970;485,65;358;0,369072165;0,737156388
4302;45007;3108;2434,34;1869;0,601351351;0,767764569
4303;45008;2162;1097,17;660;0,305272895;0,601547618
4304;45009;2289;1430,71;915;0,399737877;0,639542605
4305;45010;32027,99;33410,44;24377,15;0,761120195;0,729626727
4306;45011;4772;2433,56;1627;0,340947192;0,668567859
4307;45012;961;688,25;414;0,430801249;0,601525608
4308;45013;1018;400,17;237;0,23280943;0,592248294
4309;45014;3097;3565,61;2294;0,740716823;0,643368175
4310;45015;758;383,92;265;0,349604222;0,690247968
4311;45016;2087;1648,18;973;0,466219454;0,590348142
4312;45017;310;218,07;195;0,629032258;0,894208282
4313;46001;7442;6996,78;3445;0,462913195;0,492369347
4314;46002;2671;2119,35;1445;0,540995882;0,68181282
4315;46003;4826;5653,82;2999;0,621425611;0,530437828
4316;46004;3534;4014,48;1894;0,535936616;0,471792113
4317;46005;14774,02;13880,49;8147,45;0,551471434;0,586971353
4318;46006;987;533,44;353;0,357649443;0,661742651
4319;46007;23224,76;19888,23;11857,22;0,510542197;0,596192824
4320;46008;209;61;53;0,253588517;0,868852459
4321;46009;3105;4900,93;2040;0,657004831;0,416247529
4322;46010;840;438;270;0,321428571;0,616438356
4323;46011;2568;1698,51;1091;0,424844237;0,642327687
4324;46012;189;119,92;75;0,396825397;0,625416945
4325;46013;2844;5179,02;1490;0,523909986;0,287699217
4326;46014;256;61;44;0,171875;0,721311475
4327;46015;1882;1928,83;839;0,445802338;0,434978718
4328;46016;199;130;93;0,467336683;0,715384615
4329;46017;44928,39;49209,98;32787,13;0,729764187;0,666269931
4330;46018;11432;6792,19;4789;0,418911826;0,705074505
4331;46019;862;452;388;0,450116009;0,85840708
4332;46020;451;147,04;77;0,170731707;0,523667029
4333;46021;2298;1625,54;732;0,318537859;0,450311896
4334;46022;1642;1233,43;653;0,397685749;0,529417965
4335;46023;1070;757,02;514;0,480373832;0,678978098
4336;46024;11199,87;10558,69;6118,48;0,546299198;0,579473401
4337;46025;1146;890,96;373;0,32547993;0,418649547
4338;46026;4664;6601,45;2164;0,463979417;0,32780677
4339;46027;702;334,2;192;0,273504274;0,574506284
4340;46028;5986;4398,33;2408;0,402271968;0,547480521
4341;46029;275;92,12;72;0,261818182;0,781589231
4342;46030;1313;783,41;521;0,396801219;0,665041294
4343;46031;415;176,63;146;0,351807229;0,82658665
4344;46032;96;30;16;0,166666667;0,533333333
4345;46033;28182,84;30251,47;20209,74;0,717093806;0,668058114
4346;46034;780;591,51;342;0,438461538;0,578181265
4347;46035;549;214,65;177;0,322404372;0,824598183
4348;47001;278;313;192;0,690647482;0,61341853
4349;47002;8929;6651,3;3751;0,420091836;0,563949905
4350;47003;4496;2611,4;1391;0,309386121;0,532664471
4351;47004;625;467,7;365;0,584;0,780414796
4352;47005;3695;2567,78;1622;0,438971583;0,631674053
4353;47006;3343;2801,6;1695;0,507029614;0,605011422
4354;47007;1456;477,47;335;0,230082418;0,701614761
4355;47008;3853;3815,54;1344;0,348819102;0,352243719
4356;47009;10371,02;7246,1;4692,37;0,452450193;0,647571797
4357;47010;5651;3845,28;2034;0,359936294;0,52896018
4358;47011;9075,8;11853,94;4930,21;0,543225942;0,41591319
4359;47012;9700;11264,64;5821;0,600103093;0,516749759
4360;47013;4812;3532,18;1676;0,348295927;0,474494505
4361;47014;44719,03;48034,8;33577,39;0,750852378;0,699022167
4362;47015;684;339,76;231;0,337719298;0,679891688
4363;47016;4480;2902,66;1623;0,362276786;0,559142304
4364;47017;13322;9999,62;6951;0,521768503;0,695126415
4365;47018;642;371,49;232;0,361370717;0,6245121
4366;47019;2839;2694,74;2018;0,710813667;0,74886631
4367;47020;6082;4044,59;2183;0,358927984;0,539733323
4368;47021;3137;1572,91;845;0,269365636;0,53722082
4369;47022;2207;1736,07;735;0,333031264;0,423370025
4370;48001;12976;11900,26;5429;0,418387793;0,45620852
4371;48002;5798;5132,62;3463;0,597274922;0,674704147
4372;48003;2498;3331,15;817;0,327061649;0,245260646
4373;48004;9753;10161,23;6154;0,630985338;0,605635341
4374;48005;9133;13670,83;3968;0,434468411;0,290253042
4375;48006;23505,69;21398,74;10589,72;0,4505173;0,494875867
4376;48008;4175;2032,23;1458;0,349221557;0,717438479
4377;48010;8809;8229,76;5336;0,605744125;0,648378568
4378;48011;5554;4344,31;2495;0,449225783;0,574314448
4379;48012;8141;6248,78;4308;0,52917332;0,689414574
4380;48013;2973;1443,41;1120;0,376723848;0,775940308
4381;48014;24531,63;30407,3;16192,64;0,660071915;0,532524756
4382;48015;7099;3888,61;2240;0,3155374;0,57604131
4383;48016;8850;9365,04;4782;0,540338983;0,510622485
4384;48017;181491,02;257613,66;150840,04;0,831115721;0,585528112
4385;48018;2307;2024,22;1754;0,760294755;0,866506605
4386;48019;11692,27;9896,33;6338,48;0,54210859;0,640487938
4387;48020;2699;1703,03;975;0,361244906;0,572508999
4388;48021;7464;5399,57;4138;0,554394427;0,766357321
4389;48022;7523;4852,63;2884;0,383357703;0,594316896
4390;48023;3242;2043,39;1076;0,331893893;0,526575935
4391;48024;10429;6749,3;4245;0,407038067;0,628954114
4392;48025;980;616,45;410;0,418367347;0,665098548
4393;48026;1504;1059,98;956;0,635638298;0,90190381
4394;48027;1989;1685,07;1124;0,565108095;0,667034604
4395;48028;7656;6082,96;3206;0,418756531;0,527046043
4396;48030;7361;4552,36;3155;0,428610243;0,693047123
4397;48031;522;429;360;0,689655172;0,839160839
4398;48032;4010;2424,04;1444;0,360099751;0,595699741
4399;48033;10406,99;8889,45;4626,41;0,444548328;0,520438272
4400;48035;8595;5949;3673;0,427341478;0,617414692
4401;48036;4897;2744,81;1724;0,352052277;0,628094476
4402;48037;4058;2524,19;1581;0,389600789;0,626339539
4403;48038;8841;5890,46;4257;0,481506617;0,722693983
4404;48039;537;304,07;202;0,376163873;0,664320716
4405;48040;2317;1544,44;843;0,363832542;0,545828909
4406;48041;25970,89;26336,06;12809,07;0,493208743;0,486370019
4407;48042;4369;3884,28;2205;0,504692149;0,567672773
4408;48043;25941,73;28035,32;12256,81;0,472474658;0,437191728
4409;48044;9701;6911,73;3931;0,405215957;0,568743281
4410;48045;4259;4635,98;2335;0,548250763;0,503669127
4411;48046;2732;969,65;696;0,254758419;0,717784768
4412;48049;4308;2352,71;1831;0,425023213;0,778251463
4413;48050;7494;6911,06;3410;0,455030691;0,493412009
4414;49001;1558;1372,09;779;0,5;0,567747014
4415;49002;6395;5379,69;3816;0,596716185;0,709334553
4416;49003;1995;1893,65;1501;0,752380952;0,792649117
4417;49004;1559;1362,75;1054;0,676074407;0,773436067
4418;49005;131;132,85;130;0,992366412;0,978547234
4419;49006;3907;3601,02;2729;0,69848989;0,757840834
4420;49007;12820,18;13559,36;8780,9;0,684927981;0,647589562
4421;49008;8782;7220,05;3691;0,420291505;0,511215296
4422;49009;76691,15;75474,33;64424,06;0,840045559;0,853589028
4423;49010;809;676,53;486;0,600741656;0,718371691
4424;49011;835;704;599;0,717365269;0,850852273
4425;49012;15248,13;17457,26;13326,45;0,873972743;0,76337581
4426;49013;1568;1309,38;1010;0,644132653;0,771357436
4427;49014;5636;7003,64;5159;0,915365507;0,736616959
4428;49015;764;559,58;435;0,569371728;0,777368741
4429;49016;421;246;144;0,342042755;0,585365854
4430;49017;14685,63;12512;9261,6;0,630657316;0,740217391
4431;49018;3038;2616,47;1805;0,594140882;0,689860767
4432;49019;221;163,18;111;0,502262443;0,68023042
4433;49020;1387;1055,13;761;0,548666186;0,721238141
4434;50001;4397;3389,21;1636;0,372071867;0,48270836
4435;50002;3046;1433,07;1038;0,340774787;0,724319119
4436;50003;3405;1333,25;910;0,267254038;0,682542659
4437;50004;6657;5301,19;2265;0,340243353;0,427262558
4438;50005;3400;1713,95;1175;0,345588235;0,68555092
4439;50006;483;327,45;119;0,246376812;0,363414262
4440;50007;1791;1236,64;836;0,466778336;0,676025359
4441;50008;23409,42;13657,2;8925,82;0,381291805;0,653561491
4442;50009;6879;5919,62;2704;0,39308039;0,456786077
4443;50010;906;778,88;398;0,439293598;0,51099014
4444;50011;821;553,82;426;0,518879415;0,76920299
4445;50012;600;309,2;241;0,401666667;0,779430789
4446;50013;2206;1794,71;845;0,383046238;0,470828156
4447;50014;1872;1573,19;608;0,324786325;0,386475887
4448;50015;560;265,26;116;0,207142857;0,437306793
4449;50016;686;454,23;317;0,462099125;0,697884332
4450;50017;4540;3941,57;1881;0,414317181;0,477221006
4451;50018;580;409,83;170;0,293103448;0,414806139
4452;50019;766;547,82;359;0,468668407;0,655324742
4453;50020;983;733,05;216;0,219735504;0,2946593
4454;50021;289;220,31;178;0,615916955;0,807952431
4455;50022;6200;4609,78;2565;0,413709677;0,556425686
4456;50023;304;231,58;100;0,328947368;0,431816219
4457;50024;2335;1126,87;790;0,338329764;0,70105691
4458;50025;2497;2115,32;1246;0,498998799;0,589036174
4459;50026;41803,63;86192,06;33871,2;0,810245426;0,392973552
4460;50027;2395;2342,01;1684;0,703131524;0,719040482
4461;50028;8285;5458,82;3104;0,374652987;0,568621057
4462;50029;14373,43;23713,13;8556,62;0,595308148;0,360838911
4463;50030;743;406,06;282;0,379542396;0,694478648
4464;50031;16747;8371,27;5331;0,31832567;0,636820936
4465;50032;14776,68;12791,5;7901,34;0,534716865;0,61770238
4466;50033;7554;10083,49;4098;0,542494043;0,406406909
4467;50034;788;595,5;345;0,437817259;0,579345088
4468;50035;6844;4335,76;2720;0,397428404;0,627340997
4469;50036;2365;1343,25;820;0,346723044;0,610459706
4470;50037;6525;3528,69;2185;0,3348659;0,619209962
4471;50038;4481;3096,11;1441;0,321580004;0,46542274
4472;50039;5104;5543,81;4127;0,808581505;0,744433882
4473;51001;2693;1820,01;1318;0,489417007;0,724171845
4474;51002;50277,7;59290,79;43388,73;0,8629816;0,731795444
4475;51003;448;332;238;0,53125;0,71686747
4476;51004;6097;6258,67;3985;0,653600131;0,636716747
4477;51005;5246;3110,57;2079;0,396301944;0,668366248
4478;51006;2902;1975,37;979;0,337353549;0,495603355
4479;51007;562;481,72;298;0,53024911;0,618616624
4480;51008;1548;1216,73;706;0,456072351;0,580243768
4481;51009;1600;1023,58;545;0,340625;0,532444948
4482;51010;1210;1066,5;568;0,469421488;0,532583216
4483;51011;1145;949,01;478;0,417467249;0,503682785
4484;51012;6707;5591,67;4020;0,599373789;0,718926546
4485;51013;5203;2515,85;1739;0,334230252;0,69121768
4486;51014;379;148;105;0,277044855;0,709459459
4487;51015;894;1088,4;395;0,441834452;0,362918045
4488;51016;4850;4445,43;2275;0,469072165;0,511761517
4489;51017;10774;9588,26;7517;0,697698162;0,783979575
4490;51018;4672;4016,35;2573;0,55072774;0,640631419
4491;51019;1781;1271,49;758;0,425603593;0,596150972
4492;51020;3178;1829,81;1265;0,398049087;0,691328608
4493;51021;1776;1196,13;782;0,440315315;0,653775091
4494;51022;1897;1503,22;834;0,439641539;0,55480901
4495;51023;221;117;75;0,339366516;0,641025641
4496;51024;869;707,31;395;0,454545455;0,55845386
4497;51025;4522;3569,45;2378;0,525873507;0,66620908
4498;51026;12500,24;13195,89;7194,27;0,57553055;0,545190207
4499;51027;439;391,01;155;0,353075171;0,396409299
4500;51028;1604;1017,27;581;0,362219451;0,571136473
4501;51029;3594;1817,78;1233;0,343071786;0,678299904
4502;51030;1505;1454,29;974;0,64717608;0,669742624
4503;51031;2954;3035,38;1581;0,5352065;0,520857356
4504;51032;1404;1086,41;627;0,446581197;0,577130181
4505;51033;8540;9395,81;4087;0,478571429;0,434981125
4506;51034;8001;9658,81;5885;0,735533058;0,609288308
4507;51035;616;506,76;359;0,582792208;0,708422133
4508;51036;1323;877,84;590;0,44595616;0,672104256
4509;51037;3372;2338,08;1290;0,382562278;0,551734757
4510;51038;439;200;165;0,375854214;0,825
4511;51039;6834;7251,42;3140;0,459467369;0,433018636
4512;52001;2950;2789,96;2090;0,708474576;0,749114683
4513;52002;3754;2321,83;1577;0,420085242;0,679205627
4514;52003;1539;1115,73;772;0,501624431;0,691923673
4515;52004;2092;1594,17;949;0,453632887;0,595294103
4516;52005;1596;1520,27;905;0,567042607;0,595288995
4517;52006;5107;2393,52;1591;0,31153319;0,664711387
4518;52007;1056;799,67;559;0,529356061;0,699038353
4519;52008;1172;783,09;566;0,482935154;0,722777714
4520;52009;3371;3752,18;2223;0,659448235;0,592455586
4521;52010;840;571,88;466;0,554761905;0,814856264
4522;52011;4143;4812,37;2638;0,636736664;0,548170652
4523;52012;11362,86;9684,1;6283,58;0,55299282;0,64885534
4524;52013;1423;1253,28;882;0,619817287;0,703753351
4525;52014;2589;3162,91;1930;0,745461568;0,610197571
4526;52015;6978;7876,37;5099;0,730725136;0,64737944
4527;52016;5312;5206,7;1730;0,325677711;0,332264198
4528;52017;4837;2477,63;1870;0,386603266;0,754753535
4529;52018;695;472,12;342;0,492086331;0,724392104
4530;52019;1215;566,79;454;0,373662551;0,801002135
4531;52020;2122;2337,49;1483;0,698868992;0,634441217
4532;52021;1009;952,12;647;0,64122894;0,679536193
4533;52022;15843,74;14771,7;9413,25;0,594130553;0,637248929
4534;52023;907;940,99;572;0,630650496;0,607870434
4535;52024;538;668,63;320;0,594795539;0,478590551
4536;52025;360;374,88;211;0,586111111;0,562846778
4537;52026;2586;1843,72;1299;0,502320186;0,704553837
4538;52027;633;605;379;0,598736177;0,626446281
4539;52028;4283;4007,27;2162;0,504786365;0,539519423
4540;52029;328;213;128;0,390243902;0,600938967
4541;52030;1356;1296,37;904;0,666666667;0,69733178
4542;52031;2137;1440;1181;0,552643893;0,820138889
4543;52032;27327,44;46038,15;23144,15;0,846919799;0,502716769
4544;52033;6207;5206,3;3468;0,558724021;0,666116052
4545;52034;5469;3543,52;2141;0,391479247;0,604201472
4546;52035;3671;2884,55;1936;0,527376737;0,67116188
4547;52036;597;527,98;318;0,532663317;0,602295541
4548;53001;1861;1771,28;1068;0,573885008;0,602953796
4549;53002;1069;624,15;415;0,388213283;0,66490427
4550;53003;1772;1505,04;1207;0,681151242;0,801972041
4551;53004;2117;2293,9;1444;0,682097308;0,629495619
4552;53005;543;373;266;0,489871087;0,713136729
4553;53006;2973;3243,58;2095;0,704675412;0,645891268
4554;53007;1014;822,25;550;0,542406312;0,668896321
4555;53008;1376;1138,8;845;0,614098837;0,742009132
4556;53009;9499,73;8935,04;6546,59;0,689134323;0,732687263
4557;53010;3701;2176,67;1690;0,456633342;0,77641535
4558;53011;38430,14;41759,88;34990,34;0,910492129;0,837893691
4559;53012;416;427,12;402;0,966346154;0,941187488
4560;53013;1740;1184,72;1006;0,57816092;0,84914579
4561;53014;3068;3020,42;2431;0,792372881;0,804854954
4562;53015;3395;2986,53;2190;0,645066274;0,733292483
4563;53016;4934;4569,96;3779;0,765910012;0,826921899
4564;53017;389;304,17;239;0,614395887;0,785744814
4565;53018;6700;6960,87;5165;0,770895522;0,742004951
4566;53019;1631;1634,75;1214;0,744328633;0,742621196
4567;53020;460;336,47;285;0,619565217;0,847029453
4568;53021;3987;2789,02;2401;0,602207173;0,860875863
4569;53022;1154;1045,96;694;0,601386482;0,663505297
4570;53023;1753;1355,97;1136;0,648031945;0,837776647
4571;53024;1732;2210,42;759;0,438221709;0,343373657
4572;53025;399;298;193;0,483709273;0,647651007
4573;53026;1376;1127,41;867;0,630087209;0,769019257
4574;53027;528;415,66;275;0,520833333;0,661598422
4575;53028;413;342,25;260;0,629539952;0,759678598
4576;54001;13861;15730,39;9269;0,668710771;0,589241589
4577;54002;11822,22;10444,85;6140,97;0,519443049;0,587942383
4578;54003;2250;1605,77;913;0,405777778;0,568574578
4579;54004;2463;1634,93;1059;0,429963459;0,647734154
4580;54005;1196;1154,98;570;0,476588629;0,493515039
4581;54006;2262;1373,51;879;0,388594164;0,639966218
4582;54007;1636;1529,57;1310;0,800733496;0,856449852
